SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
10962.1*A,AIRPORT,STC,5/31/12,AGL,MSP,MN,MINNESOTA,SHERBURNE,MN,ST CLOUD,ST CLOUD RGNL,PU,PU,CITY OF ST CLOUD,1550 45TH AVE SE SUITE 1,"ST CLOUD, MN 56304-9535",    320-255-7292,BILL P. TOWLE,1550 45TH AVE SE SUITE 1,"ST CLOUD, MN 56304-9535",    320-255-7292,45-32-47.6000N,163967.6000N,094-03-35.6000W,338615.6000W,E,1031,E,03E,1995,1000,TWIN CITIES,4,E,1414,ZMP,ZCP,MINNEAPOLIS,,,,N,PNM,PRINCETON,,1-800-WX-BRIEF,,,,STC,Y,8/1/70,O,I A S 11/1975,NGY,NO OBJECTION,N,N,N,Y,F,F,12162011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,,118.25,Y,CG,N,,82,5,8,0,0,12,0,9,,313,16642,15318,2228,11/30/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
11024.*A,AIRPORT,TVF,5/31/12,AGL,MSP,MN,MINNESOTA,PENNINGTON,MN,THIEF RIVER FALLS,THIEF RIVER FALLS RGNL,PU,PU,THIEF RIVER FALLS REG. ARPT. AUTH.,"13722 AIRPORT DRIVE, P.O. BOX 672","THIEF RIVER FALLS, MN 56701",    218-681-7680,JOSEPH HEDRICK,"THIEF RIVER FALLS ARPT, AUTHORITY, 13722  AIRPORT DR.","THIEF RIVER FALLS, MN 56701",    218-681-7680,48-03-56.4000N,173036.4000N,096-11-06.0000W,346266.0000W,E,1119,S,05E,1985,,TWIN CITIES,3,S,916,ZMP,ZCP,MINNEAPOLIS,,,,N,PNM,PRINCETON,,1-800-WX-BRIEF,,,,TVF,Y,7/1/45,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,7182011,,100LLA    A+,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,17,3,0,0,,,1,1248,,,10000,20000,25,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL,SALES",Y-L
11567.*A,AIRPORT,BBG,5/31/12,ACE,NONE,MO,MISSOURI,TANEY,MO,BRANSON,BRANSON,PR,PU,"BRANSON AIRPORT, LLC",4000 BRANSON AIRPORT BLVD.,"HOLLISTER, MO 65672",    417-334-7813,"MR. JEFF BOURK, A.A.E.",4000 BRANSON AIRPORT BLVD.,"HOLLISTER, MO 65672",    417-334-7813,36-31-55.4970N,131515.4970N,093-12-01.9600W,335521.9600W,E,1302,E,02E,2010,,KANSAS CITY,8,SSE,922,ZKC,ZCK,KANSAS CITY,,,,,COU,COLUMBIA,,1-800-WX-BRIEF,,,,BBG,Y,10/1/08,O,I B S 05/2009,,NO OBJECTION,,,,,1,F,3082012,10082008,100LLA,,,,,SEE RMK,SS-SR,Y,122.95,128.15,,CG,,,,4,5,,,,,2535,,765,87,3753,43,1/31/12,OWNER,00:00.0,OWNER,00:00.0,,HGR,,Y
11605.*A,AIRPORT,CGI,5/31/12,ACE,NONE,MO,MISSOURI,SCOTT,MO,CAPE GIRARDEAU,CAPE GIRARDEAU RGNL,PU,PU,CITY OF CAPE GIRARDEAU,"CITY HALL, 401 INDEPENDENCE","CAPE  GIRARDEAU, MO 63701",    573-334-1212,MR BRUCE W LOY,PO BOX 617,"CAPE GIRARDEAU, MO 63702",    573-334-6230,37-13-31.1000N,134011.1000N,089-34-14.7000W,322454.7000W,E,341,S,01E,1995,,ST LOUIS,5,SW,557,ZME,ZCM,MEMPHIS,,,,,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,CGI,Y,4/1/43,O,III A S 05/1973,NGRY,NO OBJECTION,N,N,N,Y,F,F,1192012,,100LLA,MAJOR,MAJOR,HIGH,NONE,,SEE RMK,Y,122.95,125.525,N,CG,N,,30,8,4,2,,,,2819,,15,10384,10407,625,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
11651.1*A,AIRPORT,COU,5/31/12,ACE,NONE,MO,MISSOURI,BOONE,MO,COLUMBIA,COLUMBIA RGNL,PU,PU,CITY OF COLUMBIA,P O BOX N,"COLUMBIA, MO 65201",    573-874-7250,MR. DON ELLIOTT,11300 S. AIRPORT RD,"COLUMBIA, MO 65201",    573-817-5061,38-49-05.1350N,139745.1350N,092-13-10.6650W,331990.6650W,E,889,S,03E,1990,,KANSAS CITY,10,SE,1538,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,COU,Y,,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,1282011,2241993,100LLA,MAJOR,MAJOR,NONE,LOW,,SEE RMK,Y,122.95,119.3,Y,CG,N,,18,10,11,2,,,,2283,,484,6700,13713,2537,12/31/10,NGS,,,,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
11810.*A,AIRPORT,JLN,5/31/12,ACE,NONE,MO,MISSOURI,JASPER,MO,JOPLIN,JOPLIN RGNL,PU,PU,CITY OF JOPLIN,602 S. MAIN STREET,"JOPLIN, MO 64802-1355",    417-624-0820,MR. STEVE STOCKAM,602 S. MAIN STREET,"JOPLIN, MO 64802",    417-623-0262,37-09-06.5000N,133746.5000N,094-29-53.8000W,340193.8000W,E,981,S,04E,2000,,KANSAS CITY,4,N,970,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,JLN,Y,4/1/40,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,3082011,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,119.8,N,CG,N,,68,32,8,2,,,3,1858,,,9359,12738,271,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L
11816.*A,AIRPORT,MKC,5/31/12,ACE,NONE,MO,MISSOURI,CLAY,MO,KANSAS CITY,CHARLES B. WHEELER DOWNTOWN,PU,PU,CITY OF KANSAS CITY,414 E. 12TH ST,"KANSAS CITY, MO 64106",    816-513-3600,MICHAEL E. ROPER,300 RICHARDS ROAD,"KANSAS CITY, MO 64116",    816-513-0805,39-07-22.5736N,140842.5736N,094-35-34.1606W,340534.1606W,E,757,S,05E,1985,,KANSAS CITY,0,NW,700,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,MKC,Y,4/1/40,O,IV A U 06/1995,NGY,NO OBJECTION,N,Y,N,Y,F,F,10262011,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,N,CG,N,,90,54,42,3,,,,173,,17658,12627,35849,1486,9/30/11,FAA-EST,00:00.0,STATE,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
11816.6*A,AIRPORT,MCI,5/31/12,ACE,NONE,MO,MISSOURI,PLATTE,MO,KANSAS CITY,KANSAS CITY INTL,PU,PU,CITY OF KANSAS CITY,601 BRASILIA; PO BOX 20047,"KANSAS CITY, MO 64141",    816-243-3100,MR. DAVID W. BOWEN,P.O. BOX 20047,"KANSAS CITY, MO 64195",    816-243-5248,39-17-51.3790N,141471.3790N,094-42-50.0600W,340970.0600W,E,1026,S,05E,1990,,KANSAS CITY,15,NW,10200,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,MCI,Y,5/1/56,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,6172011,,100LLA,NONE,NONE,NONE,NONE,,SS-SR,Y,122.95,,N,CG,N,,,,,,,,,106809,,31718,26,5411,748,4/30/11,NGS,,,,,TIE,CARGO,Y-L
11834.*A,AIRPORT,IRK,5/31/12,ACE,NONE,MO,MISSOURI,ADAIR,MO,KIRKSVILLE,KIRKSVILLE RGNL,PU,PU,CITY OF KIRKSVILLE,27161 AIRPORT TRAIL,"KIRKSVILLE, MO 63501",    660-665-5020,MR. DAVID HALL,27161 AIRPORT TRAIL,"KIRKSVILLE, MO 63501",    660-665-5020,40-05-36.5000N,144336.5000N,092-32-41.7000W,333161.7000W,E,966,S,03E,1990,,CHICAGO,6,SE,476,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,IRK,Y,5/1/41,O,III A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,7132010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,29,4,0,2,,,,1175,,750,2000,1500,200,6/30/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
12138.*A,AIRPORT,SGF,5/31/12,ACE,NONE,MO,MISSOURI,GREENE,MO,SPRINGFIELD,SPRINGFIELD-BRANSON NATIONAL,PU,PU,CITY OF SPRINGFIELD,"2300 N AIRPORT BLVD, SUITE 100","SPRINGFIELD, MO 65802",    417-868-0500,"MR. BRIAN C WEILER, A.A.E.","2300 N AIRPORT BLVD, SUITE 100","SPRINGFIELD, MO 65802",    417-868-0500,37-14-44.4000N,134084.4000N,093-23-19.1000W,336199.1000W,E,1268,S,03E,2000,,KANSAS CITY,5,NW,2750,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,SGF,Y,,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,Y,Y,F,F,4032012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,81,17,19,,,5,,3051,,18440,4030,16606,4301,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
12074.*A,AIRPORT,STJ,5/31/12,ACE,NONE,MO,MISSOURI,BUCHANAN,MO,ST JOSEPH,ROSECRANS MEMORIAL,PU,PU,CITY OF ST JOSEPH,11TH & FREDERICK,"ST JOSEPH, MO 64501",    816-271-4653,MICHAEL W. HURST,100B NW ROSECRANS DR,"ST JOSEPH, MO 64503",    816-271-5374,39-46-19.0000N,143179.0000N,094-54-34.9400W,341674.9400W,E,827,S,04E,1995,,KANSAS CITY,3,NW,1707,ZKC,ZCK,KANSAS CITY,,,,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,STJ,Y,4/1/40,O,IV A U 09/1994,NGPY,NO OBJECTION,N,N,Y,Y,S,F,4162012,,100LLA,MAJOR,MAJOR,HIGH/LOW,,,SEE RMK,Y,122.95,126.9,Y,CG,N,,64,6,4,1,,10,,28,,281,6399,10215,6875,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L
12077.*A,AIRPORT,STL,5/31/12,ACE,NONE,MO,MISSOURI,ST LOUIS CITY,MO,ST LOUIS,LAMBERT-ST LOUIS INTL,PU,PU,CITY OF ST LOUIS,1320 MARKET ST.,"ST LOUIS, MO 63103",    573-662-3201,MS. RHONDA HAMM-NIEBRUEGGE,BOX 10212,"ST LOUIS, MO 63145",    314-426-8000,38-44-55.3100N,139495.3100N,090-22-12.1040W,325332.1040W,E,618,S,00E,2000,,ST LOUIS,10,NW,2800,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,STL,Y,4/1/40,O,I D S 05/1973,NGPY3,NO OBJECTION,N,Y,Y,Y,F,F,8192011,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,1,7,10,,,0,,175840,,,,9517,1552,6/30/11,NACO,00:00.0,NACO,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
12082.5*A,AIRPORT,SUS,5/31/12,ACE,NONE,MO,MISSOURI,ST LOUIS,MO,ST LOUIS,SPIRIT OF ST LOUIS,PU,PU,ST LOUIS COUNTY,18270 EDISON AVE NR 100,"CHESTERFIELD, MO 63005-3704",    636-532-2222,MR. DAVID SCHUBERT,"18270 EDISON AVE, NR 100","CHESTERFIELD, MO 63005-3704",    636-532-2222,38-39-43.6000N,139183.6000N,090-39-07.4000W,326347.4000W,E,463,S,02E,1990,,ST LOUIS,17,W,1300,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,SUS,Y,9/1/64,O,IV A U 10/1991,NGY,NO OBJECTION,N,Y,N,Y,S,F,2142012,,100LLA,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,124.75,N,CG,N,,232,69,112,25,,,,81,,12277,37190,53959,1073,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y
52653.*A,AIRPORT,MDY,5/31/12,AWP,HNL,MQ,MIDWAY ATOLL,MIDWAY ISLANDS,MQ,SAND ISLAND,HENDERSON FIELD,PU,PU,US DOI FISH & WILDLIFE SVC,"300 ALA MOANA BLVD., RM. 5-231, BOX 50167","HONOLULU, HI 96850",    808-954-4819,MR. JOHN PASKELL,1082 MAKEPONO ST.,"HONOLULU, HI 96819",    808-954-4829,28-12-05.3400N,101525.3400N,177-22-52.7100W,638572.7100W,E,18,E,10E,1985,,HAWAIIAN ISLANDS,0,SW,1200,ZHN,ZHN,HONOLULU CONTROL FACILITY,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,MDY,Y,12/1/46,O,IV A U 02/2000,,NO OBJECTION,,,,Y,S,F,8132010,4011997,,,,,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,Y,,,,,,,,,2,,138,,34,68,7/31/10,OWNER,00:00.0,OWNER,00:00.0,,TIE,,Y-L
11140.1*A,AIRPORT,HSA,5/31/12,ASO,JAN,MS,MISSISSIPPI,HANCOCK,MS,BAY ST LOUIS,STENNIS INTL,PU,PU,HANCOCK CO. PORT AND HARBOR COMM.,PO BOX 2267,"BAY ST LOUIS, MS 39521",    228-467-7070,BILL COTTER,7250 STENNIS APT RD,"KILN, MS 39556",    228-467-7070,30-22-04.1000N,109324.1000N,089-27-16.6000W,322036.6000W,E,23,S,01E,2000,,NEW ORLEANS,8,NW,591,ZHU,ZCH,HOUSTON,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,HSA,Y,5/1/70,O,IV A U 12/1992,NGSY,NO OBJECTION,N,N,N,Y,F,F,2072012,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,123,127.15,Y,CG,N,,26,5,2,0,,,2,,,,16000,41100,6500,1/31/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","INSTR,RNTL,SALES",Y-L
11194.51*A,AIRPORT,GTR,5/31/12,ASO,JAN,MS,MISSISSIPPI,LOWNDES,MS,COLUMBUS/W POINT/STARKVILLE,GOLDEN TRIANGLE RGNL,PU,PU,GOLDEN TRIANGLE REG AUTH,2080 AIRPORT ROAD,"COLUMBUS, MS 39701",    662-327-4422,MICHAEL P. HAINSEY,2080 AIRPORT ROAD,"COLUMBUS, MS 39701",    662-327-4422,33-26-53.7687N,120413.7687N,088-35-29.0100W,318929.0100W,E,264,S,01E,1985,,MEMPHIS,10,W,1000,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GTR,Y,8/1/71,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,1132012,,100LLA,MINOR,MINOR,,,SEE RMK,SS-SR,Y,122.95,118.2,Y,CG,N,,25,6,1,5,,,,21,,2696,4276,10620,12251,12/31/11,FAA-EST,00:00.0,NGS,00:00.0,,"HGR,TIE",CARGO,Y-L
11244.*A,AIRPORT,GLH,5/31/12,ASO,JAN,MS,MISSISSIPPI,WASHINGTON,MS,GREENVILLE,MID DELTA RGNL,PU,PU,CITY OF GREENVILLE,340 MAIN STREET,"GREENVILLE, MS 38701",,LANE RODGERS,166 FIFTH AVE SUITE 300,"GREENVILLE, MS 38703",    662-334-3121,33-28-58.3720N,120538.3720N,090-59-08.2100W,327548.2100W,E,131,S,03E,1990,,MEMPHIS,5,NE,2000,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GLH,Y,6/1/42,O,I A S 06/1989,NGPY3,NO OBJECTION,N,N,N,Y,F,F,2092010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119,Y,CG,N,,15,0,2,0,,,,97,,11005,2575,6094,17524,12/31/09,NGS,,,,,"HGR,TIE","CARGO,INSTR",Y-L
11253.*A,AIRPORT,GPT,5/31/12,ASO,JAN,MS,MISSISSIPPI,HARRISON,MS,GULFPORT,GULFPORT-BILOXI INTL,PU,PU,GULFPORT-BILOXI RGNL APT AUTH,14035-L AIRPORT RD,"GULFPORT, MS 39503",    228-863-5951,MR. BRUCE A FRALLIC,14035-L AIRPORT RD,"GULFPORT, MS 39503",    228-863-5951,30-24-26.1677N,109466.1677N,089-04-12.3485W,320652.3485W,E,28,S,02E,1985,,NEW ORLEANS,3,NE,1400,ZHU,ZCH,HOUSTON,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GPT,Y,,O,I B S 05/1973,NGPY3,NOT ANALYZED,N,Y,Y,Y,F,F,2102012,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,123.7,Y,CG,N,,17,6,7,2,,2,,3821,,12582,8507,10888,27254,1/31/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
11255.1*A,AIRPORT,PIB,5/31/12,ASO,JAN,MS,MISSISSIPPI,JONES,MS,HATTIESBURG/LAUREL,HATTIESBURG-LAUREL RGNL,PU,PU,REGIONAL AIRPORT AUTH,1002 TERMINAL DRIVE,"MOSELLE, MS 39459",    601-545-3111,THOMAS HEANUE,1002 TERMINAL DRIVE,"MOSELLE, MS 39459",    601-545-3111,31-28-01.7000N,113281.7000N,089-20-13.4000W,321613.4000W,E,298,S,01W,2010,,NEW ORLEANS,9,N,1170,ZHU,ZCH,HOUSTON,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,PIB,Y,5/1/74,O,I A S 06/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,2092012,,100  A,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,40,13,6,3,,,,1460,,0,19000,17000,250,2/7/12,NGS,00:00.0,,,,"HGR,TIE","INSTR,RNTL",Y-L
11280.*A,AIRPORT,JAN,5/31/12,ASO,JAN,MS,MISSISSIPPI,RANKIN,MS,JACKSON,JACKSON-EVERS INTL,PU,PU,CITY OF JACKSON,P.O. BOX 98109,"JACKSON, MS 39298-8109",    601-939-5631,DIRK VANDERLEEST,P O BOX 98109,"JACKSON, MS 39298-8109",    601-939-5631,32-18-40.2000N,116320.2000N,090-04-33.2000W,324273.2000W,E,346,S,00E,2005,,MEMPHIS,5,E,3381,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,JAN,Y,7/1/63,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,Y,Y,F,F,5132011,,100LL,MINOR,MINOR,,LOW,SEE RMK,SS-SR,Y,122.95,120.9,Y,CG,,,10,6,14,2,,9,,8099,,21317,1372,9353,27531,4/27/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",AVNCS,Y-L
11339.*A,AIRPORT,MEI,5/31/12,ASO,JAN,MS,MISSISSIPPI,LAUDERDALE,MS,MERIDIAN,KEY FIELD,PU,PU,MERIDIAN ARPT AUTH,PO BOX 4351,"MERIDIAN, MS 39304",    601-482-0364,TOM WILLIAMS,PO BOX 4351,"MERIDIAN, MS 39304",    601-482-0364,32-19-57.4000N,116397.4000N,088-45-06.7000W,319506.7000W,E,298,S,01E,1990,,MEMPHIS,3,SW,863,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,MEI,Y,4/1/40,O,I A S 05/1973,NGPY3,NO OBJECTION,N,N,Y,Y,F,F,2072011,,100  A,MAJOR,MAJOR,,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.8,Y,CG,N,,35,10,4,9,,17,,3,,1407,11828,32468,39544,12/31/12,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L
11358.*A,AIRPORT,HEZ,5/31/12,ASO,JAN,MS,MISSISSIPPI,ADAMS,MS,NATCHEZ,HARDY-ANDERS FIELD NATCHEZ-ADAMS COUNTY,PU,PU,ADAMS COUNTY,BOX 1008,"NATCHEZ, MS 39121",    601-442-2431,CLINTON B. POMEROY,434 AIRPORT RD,"NATCHEZ, MS 39120",    601-442-5171,31-36-49.1800N,113809.1800N,091-17-50.4110W,328670.4110W,E,272,S,03E,1985,,HOUSTON,6,NE,900,ZHU,ZCH,HOUSTON,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,HEZ,Y,12/1/44,O,IV A U 06/1993,NGY3,NO OBJECTION,N,N,N,Y,S,F,5112011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,17,3,2,1,,,0,,,800,6000,9500,200,12/31/10,NGS,,,,,"HGR,TIE",RNTL,Y-L
11375.1*A,AIRPORT,UOX,5/31/12,ASO,JAN,MS,MISSISSIPPI,LAFAYETTE,MS,OXFORD,UNIVERSITY-OXFORD,PU,PU,UNIVERSITY OF MISSISSIPPI,P.O. BOX 8750,"UNIVERSITY, MS 38677",    662-915-5435,MAC MCMANUS,"UNIVERSITY-OXFORD AIRPORT, 1 AIRPORT ROAD","OXFORD, MS 38655",    662-234-2036,34-23-03.6000N,123783.6000N,089-32-12.5000W,322332.5000W,E,452,S,01E,1990,,MEMPHIS,2,NW,297,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GWO,Y,5/1/57,O,IV A U 09/1984,NGY,NOT ANALYZED,N,N,N,Y,F,F,2162012,,100LLA    A+,MINOR,NONE,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,24,11,3,0,,,,21,,5761,40530,18186,1313,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","INSTR,RNTL",Y-L
11458.2*A,AIRPORT,UTA,5/31/12,ASO,JAN,MS,MISSISSIPPI,TUNICA,MS,TUNICA,TUNICA MUNI,PU,PU,TUNICA COUNTY AIRPORT COMMISSION,PO BOX 158,"TUNICA, MS 38676",    662-357-7320,"CLIFF NASH, C.M.",PO BOX 158,"TUNICA, MS 38676",    662-357-7320,34-41-06.2000N,124866.2000N,090-20-52.0000W,325252.0000W,E,194,S,00E,2005,,MEMPHIS,1,E,863,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,UTA,Y,11/1/81,O,I B S 08/2005,NGY,CONDITIONAL,,,,,S,F,2152012,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,N,123,123,Y,CG,N,,7,2,1,0,,,,912,,224,6419,2668,34,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",AGRI,Y-L
11462.*A,AIRPORT,TUP,5/31/12,ASO,JAN,MS,MISSISSIPPI,LEE,MS,TUPELO,TUPELO RGNL,PU,PU,TUPELO AIRPORT AUTHORITY,"2704 W. JACKSON,","TUPELO, MS 38801",    662-823-2375,MR. JOSHUA D. ABRAMSON,2704 W. JACKSON STREET,"TUPELO, MS 38801",    662-841-6570,34-16-05.1900N,123365.1900N,088-46-11.6220W,319571.6220W,E,346,S,01E,1985,,MEMPHIS,3,W,1061,ZME,ZCM,MEMPHIS,,,,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,TUP,Y,4/1/40,O,I A S 05/1973,NGY,NOT ANALYZED,N,N,Y,Y,F,F,1112012,,100LLA    A+   A1+,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,,118.775,Y,CG,N,,24,15,6,2,,21,,43,,3264,18947,9585,19077,12/31/11,NGS,,3RD PARTY SURVEY,00:00.0,,"BUOY,HGR,TIE","AGRI,INSTR,RNTL",Y-L
